,elapsed_time,retrieve_top_k_time,openai_api_time,test_query,shortest_distance,assistant_answer
48,0.034818172454833984,0.034818172454833984,,자기소개서 문장 자연스럽게 다듬어줘(예시도).,0.5379524827003479,[REFUSAL]
49,0.033792734146118164,0.033792734146118164,,이메일 예의 바른 문장 표현 모음 알려줘.,0.5092785954475403,[REFUSAL]
50,0.034183502197265625,0.034183502197265625,,예산 세워서 돈 관리하는 방법 추천해줘.,0.5611697435379028,[REFUSAL]
51,0.03585362434387207,0.03585362434387207,,가계부는 어떤 항목으로 나누는 게 좋아?,0.5044498443603516,[REFUSAL]
52,0.03621721267700195,0.03621721267700195,,월급의 몇 퍼센트를 저축하는 게 현실적이야?,0.622709333896637,[REFUSAL]
53,0.03518033027648926,0.03518033027648926,,신용점수 올리는 기본 원칙이 뭐야?,0.4934108257293701,[REFUSAL]
54,0.03541922569274902,0.03541922569274902,,체크카드 vs 신용카드 차이를 쉽게 설명해줘.,0.4815778136253357,[REFUSAL]
55,0.03517866134643555,0.03517866134643555,,적금이랑 예금은 뭐가 다른 거야?,0.544651448726654,[REFUSAL]
56,0.035668134689331055,0.035668134689331055,,통장 여러 개로 쪼개서 관리하는 방법 알려줘.,0.529617190361023,[REFUSAL]
57,0.03619694709777832,0.03619694709777832,,해외여행 환전은 언제 하는 게 유리해?,0.5054490566253662,[REFUSAL]
58,0.0352327823638916,0.0352327823638916,,생활비 줄이려면 어디부터 손대야 할까?,0.5315698981285095,[REFUSAL]
59,0.03620600700378418,0.03620600700378418,,구독 서비스 정리할 때 우선순위 잡는 법 있어?,0.4678361415863037,[REFUSAL]
60,0.03598284721374512,0.03598284721374512,,주말에 혼자 뭐 하면 재밌을까?,0.40020912885665894,[REFUSAL]
61,0.03625845909118652,0.03625845909118652,,비 오는 날 집에서 할 만한 활동 추천해줘.,0.6299740076065063,[REFUSAL]
62,0.03580188751220703,0.03580188751220703,,서울에서 당일치기 갈 만한 곳 어디 있어?,0.5277141332626343,[REFUSAL]
63,0.034830331802368164,0.034830331802368164,,겨울에 가기 좋은 국내 여행지 추천해줘.,0.6712336540222168,[REFUSAL]
64,0.034811973571777344,0.034811973571777344,,2박 3일 여행 짐 싸는 리스트 만들어줘.,0.47455894947052,[REFUSAL]
65,0.03698253631591797,0.03698253631591797,,혼자 여행할 때 안전하게 다니는 팁 알려줘.,0.660851001739502,[REFUSAL]
66,0.03667497634887695,0.03667497634887695,,맛집 고를 때 실패 확률 줄이는 방법이 있을까?,0.555841863155365,[REFUSAL]
67,0.03524947166442871,0.03524947166442871,,"커피 잘 고르는 법(원두, 산미 등) 알려줘.",0.6114646792411804,[REFUSAL]
68,0.03125143051147461,0.03125143051147461,,와인 초보가 마시기 좋은 스타일은 뭐야?,0.6735153198242188,[REFUSAL]
69,0.031248092651367188,0.031248092651367188,,집에서 간단히 만들 수 있는 야식 추천해줘.,0.6288331151008606,[REFUSAL]
70,0.04841780662536621,0.04841780662536621,,김치볶음밥 맛있게 만드는 비율 알려줘.,0.6327784061431885,[REFUSAL]
71,0.03514528274536133,0.03514528274536133,,파스타 면 삶는 시간은 어떻게 정해?,0.5807119011878967,[REFUSAL]
72,0.03522014617919922,0.03522014617919922,,계란 삶을 때 반숙/완숙 시간 차이 알려줘.,0.6325474977493286,[REFUSAL]
73,0.03565692901611328,0.03565692901611328,,에어프라이어로 실패 없는 요리 뭐가 있을까?,0.6309394836425781,[REFUSAL]
74,0.034158945083618164,0.034158945083618164,,냉동만두 더 맛있게 굽는 방법 알려줘.,0.6624667644500732,[REFUSAL]
75,0.03335976600646973,0.03335976600646973,,국/찌개 간이 싱거울 때 어떻게 잡아?,0.7046773433685303,[REFUSAL]
76,0.040853261947631836,0.03985309600830078,,간장/된장/고추장 보관은 어떻게 하는 게 좋아?,0.5368824005126953,[REFUSAL]
77,0.03402376174926758,0.03402376174926758,,채소 오래 신선하게 보관하는 방법 알려줘.,0.5341416001319885,[REFUSAL]
78,0.036128997802734375,0.036128997802734375,,빵이 딱딱해졌을 때 되살리는 방법 있어?,0.6174662113189697,[REFUSAL]
79,0.03613853454589844,0.03613853454589844,,초보가 따라 하기 쉬운 도시락 메뉴 추천해줘.,0.6601863503456116,[REFUSAL]
80,0.037139892578125,0.03613996505737305,,친구랑 다퉜을 때 어떻게 화해를 시작하면 좋을까?,0.678374171257019,[REFUSAL]
81,0.036095380783081055,0.036095380783081055,,연인 사이에 소통 잘하는 방법이 뭐가 있을까?,0.6186504364013672,[REFUSAL]
82,0.035712480545043945,0.035712480545043945,,직장에서 스트레스 관리하는 팁 알려줘.,0.6364552974700928,[REFUSAL]
83,0.03513741493225098,0.03513741493225098,,상사에게 말할 때 예의는 지키면서 단호하게 말하는 법?,0.5862375497817993,[REFUSAL]
84,0.03919100761413574,0.03819084167480469,,팀플에서 역할 분담이 잘 안 될 때 어떻게 해야 해?,0.6095863580703735,[REFUSAL]
85,0.038460493087768555,0.038460493087768555,,인간관계에서 선 긋는 연습은 어떻게 해?,0.576724648475647,[REFUSAL]
86,0.0358583927154541,0.0358583927154541,,거절을 잘 못하는데 거절 멘트 예시 줄 수 있어?,0.4618169665336609,[REFUSAL]
87,0.03520798683166504,0.03520798683166504,,상담받는 게 도움이 되는 경우는 어떤 때야?,0.5862221121788025,[REFUSAL]
88,0.03467154502868652,0.03467154502868652,,불안할 때 마음 진정시키는 방법 알려줘.,0.5673056840896606,[REFUSAL]
89,0.035796403884887695,0.034796714782714844,,번아웃 온 것 같은데 회복하려면 뭘 해야 해?,0.542981743812561,[REFUSAL]
90,0.03616642951965332,0.03616642951965332,,영화 추천해줘: 긴장감 있는 스릴러로.,0.6001589298248291,[REFUSAL]
91,0.036186933517456055,0.036186933517456055,,넷플릭스에서 가볍게 보기 좋은 코미디 뭐 있어?,0.6168291568756104,[REFUSAL]
92,0.035631418228149414,0.035631418228149414,,한국 드라마 중에 몰입감 좋은 작품 추천해줘.,0.6556589603424072,[REFUSAL]
93,0.03823971748352051,0.03823971748352051,,출퇴근길에 듣기 좋은 팟캐스트 추천해줘.,0.6412543654441833,[REFUSAL]
94,0.0378117561340332,0.0378117561340332,,입문자용 재즈 플레이리스트 구성해줄 수 있어?,0.6294459104537964,[REFUSAL]
95,0.03686666488647461,0.03686666488647461,,책 한 권 추천해줘: 인생관 바뀌는 느낌으로.,0.5311689376831055,[REFUSAL]
96,0.035985708236694336,0.035985708236694336,,요즘 유행하는 취미가 뭐가 있어?,0.571874737739563,[REFUSAL]
97,0.03620338439941406,0.03620338439941406,,사진 잘 찍는 기본 구도 3가지만 알려줘.,0.5566728115081787,[REFUSAL]
98,0.037189483642578125,0.037189483642578125,,다이어리 꾸미기 초보인데 뭐부터 사면 돼?,0.5948315262794495,[REFUSAL]
99,0.0359797477722168,0.0359797477722168,,새해 목표를 작심삼일 안 되게 세우는 방법 알려줘.,0.5463471412658691,[REFUSAL]
